Brand,Model_Year,Fuel_Type,Transmission,Kilometers_Driven,Mileage_kmpl,Engine_CC,Owner_Type,Seats,Price_Lakh
Maruti,2020,Diesel,Automatic,183703,16.5,1308,Second,7,3.6
Maruti,2016,Petrol,Automatic,185388,21.2,2811,Second,6,4.84
Maruti,2012,Diesel,Automatic,110364,25.0,1988,Third,4,2.97
Tata,2007,CNG,Manual,195414,20.9,2115,Third,5,3.17
Toyota,2020,Petrol,Automatic,20504,11.7,1648,Third,5,16.34
Honda,2017,Electric,Manual,162732,17.8,2679,First,7,11.19
Hyundai,2023,CNG,Manual,42196,18.8,1716,Second,6,9.52
Hyundai,2012,Electric,Manual,70938,12.6,1598,First,4,5.51
Tata,2009,CNG,Automatic,144677,24.4,1675,Third,7,3.54
Hyundai,2012,Diesel,Manual,62388,12.6,2560,First,5,5.2
Maruti,2016,Petrol,Automatic,60501,12.7,1618,Second,5,5.03
Honda,2005,CNG,Automatic,189381,23.7,2968,Second,7,6.25
Mahindra,2010,Diesel,Manual,32043,17.0,1744,Third,6,7.4
Hyundai,2022,Petrol,Automatic,38635,10.9,1706,Third,4,9.4
Maruti,2012,Petrol,Manual,85691,19.0,812,First,4,2.26
Mahindra,2011,CNG,Manual,38132,19.0,1402,Third,4,9.29
Honda,2005,Petrol,Automatic,20366,11.0,999,First,4,7.84
Mahindra,2020,CNG,Manual,98944,24.6,2591,Second,6,10.45
Maruti,2016,Petrol,Manual,198652,18.2,1247,Second,5,0.89
Toyota,2010,Electric,Manual,120267,18.4,2611,Second,5,9.36
Toyota,2006,Diesel,Automatic,193961,17.8,1640,Second,4,8.05
Mahindra,2018,Electric,Manual,44236,19.2,1389,Second,4,10.4
Tata,2008,CNG,Automatic,9150,14.0,1953,First,4,7.17
Mahindra,2005,Electric,Automatic,116369,14.3,2890,Second,7,7.59
Hyundai,2022,CNG,Manual,24423,17.7,1319,First,7,7.35
Hyundai,2017,Petrol,Manual,9137,22.1,1836,Second,5,8.56
Toyota,2006,Petrol,Automatic,34992,10.7,1524,First,5,8.23
Tata,2013,CNG,Automatic,115540,19.1,1787,First,4,5.58
Maruti,2006,Electric,Manual,120140,22.1,1602,First,7,-0.47
Hyundai,2013,Petrol,Manual,180993,12.4,1326,Third,6,3.7
Toyota,2005,Diesel,Automatic,126225,10.2,2465,First,7,6.56
Honda,2015,Petrol,Automatic,71917,14.7,1938,First,5,10.38
Toyota,2007,Diesel,Automatic,78690,18.8,1259,Second,7,7.87
Hyundai,2008,Electric,Automatic,39235,12.1,1731,First,5,3.65
Hyundai,2022,Diesel,Automatic,24122,16.4,2786,First,4,9.15
Toyota,2010,Diesel,Manual,28956,18.3,1124,Third,6,12.14
Maruti,2007,Diesel,Automatic,68879,19.0,1378,Second,4,1.49
Mahindra,2015,Diesel,Automatic,63560,14.1,2337,Third,4,11.33
Hyundai,2019,Petrol,Manual,115310,16.0,2800,Third,6,9.07
Toyota,2009,Diesel,Manual,160732,21.7,1274,Third,6,10.12
Toyota,2014,Petrol,Automatic,6168,24.1,1877,First,6,13.02
Tata,2016,Diesel,Automatic,50124,22.9,2281,Third,5,8.83
Mahindra,2019,CNG,Manual,171969,18.5,2402,Third,4,9.06
Honda,2021,Electric,Automatic,151104,16.2,2243,Second,5,10.7
Maruti,2014,Diesel,Automatic,57797,15.0,1431,Second,6,4.61
Honda,2010,CNG,Manual,40294,11.9,1502,Second,5,8.46
Mahindra,2022,Diesel,Automatic,179899,11.6,1781,Second,6,7.05
Mahindra,2017,Diesel,Manual,8516,20.3,2127,Third,7,11.85
Mahindra,2007,Diesel,Manual,155823,13.9,2758,Second,6,5.34
Honda,2014,CNG,Manual,35373,13.8,1358,First,4,9.6
Mahindra,2018,Electric,Manual,127026,25.0,1021,Third,4,7.33
Toyota,2010,CNG,Automatic,35270,12.8,2356,Second,4,13.19
Honda,2007,Electric,Manual,146458,12.2,1147,Third,5,6.55
Mahindra,2020,Diesel,Automatic,70184,11.5,1982,Second,4,9.16
Toyota,2011,Petrol,Automatic,42879,18.7,1688,Third,6,10.11
Tata,2018,Diesel,Automatic,54597,19.4,1721,Second,7,8.39
Mahindra,2013,Electric,Automatic,175204,15.5,2058,First,4,7.02
Honda,2019,CNG,Automatic,8626,18.0,1204,Second,5,11.7
Hyundai,2007,Diesel,Manual,90936,21.8,2080,Third,7,3.27
Mahindra,2006,CNG,Manual,86515,22.3,1476,Third,4,5.87
Hyundai,2006,CNG,Manual,60390,24.4,1388,First,4,3.34
Toyota,2007,CNG,Manual,152717,22.4,2420,Third,7,6.09
Tata,2022,Diesel,Automatic,59144,18.5,2394,First,4,10.55
Maruti,2018,CNG,Manual,149454,12.7,1365,Third,5,1.77
Tata,2022,CNG,Automatic,9025,11.5,1503,Third,6,10.34
Mahindra,2014,Diesel,Automatic,179298,10.8,1657,First,6,5.94
Hyundai,2006,CNG,Manual,84380,20.0,2084,Third,7,2.2
Hyundai,2005,Diesel,Manual,123910,22.1,1384,Third,6,2.47
Honda,2008,Electric,Manual,101055,17.6,1031,First,4,6.08
Hyundai,2018,Electric,Manual,131189,10.8,2045,Second,4,5.39
Honda,2005,Electric,Automatic,139515,18.0,851,First,5,6.27
Toyota,2018,CNG,Automatic,26395,24.0,2963,Third,6,14.19
Maruti,2020,Petrol,Manual,15725,19.0,1337,Second,7,6.0
Mahindra,2018,Petrol,Automatic,38461,22.1,1340,Second,4,9.93
Honda,2007,CNG,Automatic,46115,22.0,1842,Second,7,9.19
Maruti,2007,Petrol,Automatic,115084,24.0,1614,First,4,2.54
Hyundai,2013,Diesel,Manual,88732,21.6,2215,Second,4,4.46
Hyundai,2010,Petrol,Automatic,84557,21.2,2452,Second,5,3.92
Maruti,2017,CNG,Manual,76260,13.5,1218,Second,6,4.27
Hyundai,2006,CNG,Manual,164762,10.9,1663,Third,5,1.57
Toyota,2012,Diesel,Automatic,6407,17.8,985,First,6,10.99
Toyota,2006,Electric,Automatic,78568,11.9,1060,First,7,9.27
Maruti,2008,CNG,Manual,63560,24.4,2351,Third,6,2.09
Honda,2019,Diesel,Automatic,183412,14.3,2096,Second,7,7.81
Honda,2008,Petrol,Automatic,153866,22.8,1561,Third,4,7.1
Maruti,2017,Petrol,Manual,155953,15.8,1023,Third,7,3.45
Honda,2016,Diesel,Manual,185775,14.8,2079,Second,7,9.79
Honda,2017,Diesel,Manual,180426,24.0,979,Second,4,6.28
Toyota,2018,CNG,Manual,96288,15.4,2867,First,7,12.6
Honda,2022,Petrol,Automatic,124020,15.9,2447,Second,7,11.83
Tata,2010,Diesel,Automatic,104301,11.6,1431,Third,4,6.82
Mahindra,2015,Petrol,Manual,19390,20.1,2336,Third,4,10.32
Hyundai,2006,Diesel,Manual,32307,14.3,2905,Second,4,3.63
Tata,2023,Petrol,Manual,29502,18.8,2763,First,6,11.82
Honda,2023,Electric,Automatic,27486,18.9,1414,Third,4,14.79
Toyota,2009,CNG,Manual,116813,20.8,1361,Second,4,10.05
Maruti,2023,Petrol,Automatic,174330,21.2,1421,First,7,5.11
Honda,2006,Electric,Manual,193788,17.7,2935,First,5,6.53
Toyota,2014,Petrol,Manual,108920,15.0,1813,Third,5,8.7
Mahindra,2006,Petrol,Manual,87768,22.6,2861,Third,6,6.86
Honda,2015,Electric,Automatic,146820,14.6,2980,First,6,10.13
Maruti,2022,Petrol,Automatic,67785,17.6,2760,First,5,7.29
Toyota,2019,Petrol,Automatic,81050,16.0,1857,First,5,13.77
Toyota,2013,CNG,Manual,27738,22.8,1391,Second,4,11.78
Toyota,2023,Electric,Automatic,79231,16.5,1382,Third,7,13.55
Mahindra,2013,Electric,Automatic,78606,15.8,2413,First,4,9.8
Honda,2007,Diesel,Manual,46662,20.3,1901,Third,6,8.27
Mahindra,2013,Petrol,Manual,123313,19.0,1088,Third,5,6.87
Hyundai,2018,CNG,Automatic,20123,11.6,2368,Third,6,9.29
Hyundai,2023,Petrol,Automatic,161688,17.6,2243,First,4,5.95
Honda,2011,Petrol,Automatic,16182,21.0,806,Second,6,8.5
Mahindra,2020,Diesel,Automatic,95369,24.9,1983,First,6,11.54
Maruti,2020,Petrol,Manual,198085,19.4,1039,Third,7,2.28
Toyota,2005,CNG,Manual,167403,15.6,2786,First,6,8.57
Toyota,2008,CNG,Manual,182170,13.4,2246,First,4,6.28
Honda,2008,Diesel,Automatic,31128,23.1,2549,Third,7,7.31
Hyundai,2011,Petrol,Automatic,36556,22.2,2917,Third,6,6.77
Hyundai,2012,CNG,Manual,157948,13.5,2703,First,4,3.98
Toyota,2021,Petrol,Manual,145021,13.0,1877,First,5,12.77
Honda,2009,Petrol,Automatic,56962,20.7,1647,First,7,10.75
Mahindra,2011,Petrol,Automatic,95054,14.7,2111,First,6,6.35
Hyundai,2008,Diesel,Manual,29099,14.6,2892,Second,6,5.67
Mahindra,2010,Petrol,Manual,148788,12.3,2039,First,7,7.63
Hyundai,2011,CNG,Manual,188683,14.0,2304,Second,4,1.78
Hyundai,2022,Petrol,Automatic,174957,16.4,2132,Third,6,5.72
Tata,2009,CNG,Automatic,58144,21.0,1495,Second,4,3.97
Hyundai,2007,Petrol,Automatic,12837,15.0,826,Third,7,6.24
Maruti,2011,CNG,Automatic,185427,14.9,1759,Second,6,-1.21
Honda,2018,CNG,Automatic,183371,14.3,2326,Third,5,10.39
Honda,2011,Petrol,Automatic,155231,17.2,2668,First,5,7.01
Mahindra,2009,Petrol,Manual,130212,12.7,1172,Second,5,4.48
Hyundai,2009,CNG,Manual,121680,17.3,2749,Second,7,5.03
Maruti,2006,Electric,Automatic,111802,20.6,1044,Third,6,-0.34
Mahindra,2010,Diesel,Manual,107413,10.4,2640,Third,7,8.12
Tata,2019,Electric,Automatic,56012,10.1,2476,Second,6,10.94
Mahindra,2014,Electric,Manual,135193,11.1,924,Third,5,6.94
Mahindra,2011,Petrol,Automatic,195377,18.0,1336,First,5,5.85
Hyundai,2009,Diesel,Manual,153178,22.8,2719,Second,4,3.39
Tata,2005,Electric,Manual,63123,10.1,2435,First,7,5.31
Mahindra,2017,Petrol,Automatic,116825,24.0,2225,Second,7,8.41
Maruti,2022,Electric,Automatic,13720,11.6,2340,First,4,10.13
Maruti,2017,Electric,Manual,173733,22.6,1330,Second,5,3.43
Honda,2022,Petrol,Manual,157192,17.2,1053,Third,5,10.82
Tata,2009,Petrol,Automatic,155862,19.9,2968,Second,7,5.73
Tata,2017,Petrol,Manual,63655,17.7,1460,First,6,7.32
Honda,2008,Diesel,Automatic,195715,17.2,2601,Second,5,7.5
Mahindra,2021,Electric,Automatic,98448,22.5,1860,First,4,11.87
Tata,2007,Petrol,Manual,183446,21.3,2165,First,4,1.78
Maruti,2021,CNG,Automatic,178979,17.3,1836,First,4,4.73
Maruti,2015,Electric,Manual,186143,11.7,2006,Third,7,2.44
Hyundai,2008,CNG,Manual,125507,11.7,2935,Second,7,3.22
Tata,2006,Diesel,Automatic,39812,22.0,2893,First,7,5.22
Mahindra,2020,Petrol,Manual,54570,17.9,1942,Third,7,12.01
Honda,2022,CNG,Automatic,55901,17.2,2354,First,4,13.57
Honda,2012,Diesel,Automatic,65186,20.2,2555,Second,4,10.13
Mahindra,2007,Petrol,Automatic,127066,22.9,2765,Third,7,6.81
Toyota,2013,CNG,Manual,133364,19.4,1544,First,7,9.84
Hyundai,2010,CNG,Automatic,186323,21.4,2429,First,4,2.01
Honda,2014,Diesel,Manual,41160,21.5,1766,First,7,10.92
Tata,2014,Petrol,Automatic,24156,15.3,1562,Second,7,7.94
Hyundai,2017,Petrol,Automatic,81208,14.1,1593,Third,7,4.48
Tata,2021,CNG,Automatic,154001,22.0,1543,Third,7,6.82
Maruti,2013,CNG,Manual,198631,15.7,1869,Third,5,0.16
Hyundai,2021,CNG,Manual,190277,23.6,2331,First,7,4.21
Honda,2013,Petrol,Automatic,100377,11.0,1357,Third,4,9.45
Hyundai,2013,Diesel,Automatic,47863,10.9,2794,First,4,6.01
Hyundai,2005,Diesel,Manual,70439,23.9,1325,Second,4,3.69
Hyundai,2006,Petrol,Manual,143266,19.7,1639,Third,4,-0.08
Toyota,2020,Electric,Manual,126361,15.7,802,First,7,11.32
Hyundai,2005,Diesel,Automatic,101176,21.3,1851,Third,5,1.84
Tata,2014,CNG,Manual,34777,20.1,2204,Third,6,6.69
Maruti,2022,Electric,Automatic,162255,18.0,956,Second,6,4.12
Mahindra,2012,Electric,Manual,163517,11.5,2737,Third,6,5.53
Hyundai,2015,Diesel,Automatic,92201,22.2,2754,Second,6,6.58
Honda,2006,Electric,Automatic,152270,23.0,1310,Third,4,6.52
Hyundai,2012,Electric,Automatic,157483,12.6,1486,Third,7,3.41
Honda,2012,Diesel,Manual,186649,22.8,1937,Third,7,7.81
Tata,2021,Diesel,Manual,20867,23.2,2212,Third,6,11.68
Honda,2019,Electric,Manual,67501,18.2,2310,Third,6,12.17
Mahindra,2021,CNG,Automatic,150338,19.8,1370,Third,5,8.06
Maruti,2017,Petrol,Automatic,44422,15.7,1514,Second,5,4.81
Honda,2023,Electric,Manual,171280,14.2,2138,Second,5,10.6
Honda,2009,Electric,Automatic,126544,20.8,1790,First,4,6.56
Maruti,2016,CNG,Automatic,167285,22.9,1133,Third,7,3.14
Mahindra,2005,Electric,Automatic,143439,19.8,2960,Second,4,6.03
Hyundai,2009,Electric,Manual,40362,17.7,2444,Third,4,3.68
Honda,2012,Petrol,Automatic,56588,12.4,1161,Third,7,8.57
Maruti,2017,Petrol,Manual,174357,10.8,2680,Second,5,2.66
Tata,2012,Petrol,Manual,131683,16.7,2944,Third,7,6.64
Maruti,2015,Diesel,Manual,41307,10.7,2781,Second,6,6.98
Tata,2005,Diesel,Manual,85280,18.5,2863,Second,5,5.53
Mahindra,2017,Petrol,Manual,155939,15.7,2777,First,7,8.0
Hyundai,2023,Petrol,Automatic,61523,21.4,1175,First,4,7.79
Maruti,2007,Diesel,Manual,142450,14.6,1541,First,7,-0.91
Toyota,2021,CNG,Manual,112669,18.9,1189,First,5,11.18
Honda,2009,Electric,Manual,163998,18.1,2040,Third,6,7.9
Mahindra,2012,Electric,Automatic,108215,10.1,1623,Third,4,8.68
Maruti,2018,Petrol,Automatic,103707,11.1,1217,First,6,3.58
Honda,2008,CNG,Automatic,149252,14.4,1406,Second,6,6.59
Maruti,2015,Diesel,Automatic,97837,23.2,1367,Second,4,4.36
Tata,2019,Petrol,Manual,123070,12.2,1343,Second,7,5.65
Maruti,2023,CNG,Manual,173003,20.7,1683,Second,7,3.74
Toyota,2011,CNG,Automatic,160086,24.6,1502,Third,6,10.79
Maruti,2023,CNG,Automatic,84872,21.9,2023,Second,7,5.86
Maruti,2023,Diesel,Automatic,194574,13.6,2422,Second,5,4.58
Toyota,2015,Diesel,Automatic,92736,23.6,2868,First,6,11.84
Mahindra,2009,Electric,Manual,10470,11.4,2586,Second,6,7.06
Maruti,2009,Electric,Automatic,151025,17.0,2419,Third,6,1.7
Toyota,2012,CNG,Automatic,174579,23.3,2257,Second,5,9.39
Honda,2014,CNG,Automatic,97969,19.6,2383,Second,6,10.33
Tata,2010,Diesel,Automatic,96493,16.2,2714,Third,7,6.16
Tata,2019,Electric,Automatic,11523,14.4,877,First,7,8.71
Maruti,2020,CNG,Automatic,193262,15.6,2108,Third,7,3.3
Mahindra,2021,Electric,Automatic,183833,17.6,1447,First,7,7.78
Mahindra,2012,Electric,Manual,36169,14.8,2987,Second,6,8.78
Honda,2012,CNG,Manual,50641,24.5,1352,First,5,8.83
Maruti,2013,Diesel,Manual,159062,24.0,1797,First,4,1.18
Tata,2006,CNG,Manual,34661,23.1,1081,First,7,5.54
Mahindra,2019,CNG,Manual,149491,16.3,2081,Second,4,9.18
Maruti,2022,Electric,Manual,19457,20.4,2646,First,4,8.35
Mahindra,2007,CNG,Automatic,72600,23.5,2183,First,6,8.84
Toyota,2021,Diesel,Automatic,108619,22.8,1957,Second,7,12.27
Mahindra,2008,CNG,Manual,81102,16.2,903,Third,7,7.12
Tata,2008,Diesel,Automatic,38085,11.7,1565,Third,7,5.63
Hyundai,2018,Diesel,Manual,102064,11.1,2942,Third,4,7.37
Honda,2013,Electric,Automatic,186726,18.7,2396,Second,7,8.75
Honda,2013,Petrol,Automatic,142202,19.6,1279,Second,7,7.6
Tata,2022,Petrol,Automatic,110723,22.7,2860,Third,5,8.62
Mahindra,2014,Electric,Automatic,138114,14.4,2763,First,6,7.26
Maruti,2008,CNG,Automatic,75134,12.5,2942,Third,7,1.14
Mahindra,2016,Electric,Automatic,47982,15.7,2872,Second,7,11.24
Tata,2012,Diesel,Manual,70185,15.3,2095,First,6,7.46
Honda,2006,Petrol,Manual,38477,12.0,2328,First,6,10.48
Mahindra,2017,Electric,Automatic,119161,20.1,1989,Second,4,9.22
Honda,2020,CNG,Manual,57709,17.6,1738,First,4,12.89
Maruti,2006,Electric,Automatic,164788,20.8,1561,Third,4,-0.33
Honda,2015,Petrol,Manual,83137,15.3,1453,Second,6,10.46
Honda,2014,Electric,Automatic,41018,14.9,2469,Second,5,12.44
Hyundai,2019,Electric,Manual,144133,17.1,2731,Second,7,6.68
Hyundai,2021,Petrol,Automatic,144681,23.2,1926,Second,6,5.93
Toyota,2012,Diesel,Manual,40371,10.6,2725,First,5,12.25
Hyundai,2022,Diesel,Automatic,88021,22.1,1374,Second,6,8.19
Honda,2013,Petrol,Manual,156877,15.5,2129,Second,5,7.97
Tata,2012,Electric,Automatic,12857,22.8,2077,First,6,8.89
Honda,2018,Petrol,Automatic,147692,22.0,2003,Second,6,11.96
Tata,2022,Diesel,Automatic,13177,15.2,839,First,5,10.91
Tata,2016,CNG,Manual,166183,20.4,1319,First,5,6.28
Hyundai,2023,Electric,Manual,93578,12.4,2439,Second,5,8.83
Mahindra,2018,Diesel,Manual,94941,23.4,1262,Third,5,8.23
Maruti,2021,Electric,Automatic,16826,16.1,2051,Second,5,6.74
Hyundai,2007,Petrol,Manual,149962,16.8,2648,Third,5,1.84
Hyundai,2011,CNG,Automatic,87428,20.6,1282,First,5,4.63
Mahindra,2021,Petrol,Manual,131044,22.3,1142,Third,5,8.7
Maruti,2016,CNG,Manual,194103,13.5,1996,Second,6,2.49
Honda,2013,Electric,Manual,80020,19.9,2262,Second,5,10.53
Toyota,2019,Electric,Manual,10495,15.9,2002,Third,5,13.75
Toyota,2022,Petrol,Automatic,33481,15.5,2421,Second,6,14.87
Honda,2017,CNG,Manual,147339,20.4,2980,Third,6,10.86
Hyundai,2012,CNG,Manual,122897,15.8,2931,First,4,4.7
Maruti,2018,Electric,Automatic,142815,15.2,1792,Third,4,3.78
Hyundai,2012,Petrol,Automatic,190872,22.5,1989,Third,5,1.84
Tata,2018,CNG,Manual,108475,11.5,2403,Third,5,7.97
Hyundai,2011,Electric,Manual,184845,20.1,1993,Third,4,4.35
Hyundai,2016,Diesel,Automatic,62042,13.7,1397,First,4,5.73
Honda,2015,Petrol,Automatic,54476,10.2,1444,First,7,9.42
Honda,2015,Diesel,Automatic,33552,12.5,1247,First,7,11.78
Honda,2017,Petrol,Manual,181844,19.1,1563,Third,5,9.24
Toyota,2022,Electric,Manual,179802,20.6,1534,First,7,11.94
Tata,2006,CNG,Manual,165020,10.3,2442,Second,4,2.13
Honda,2019,CNG,Automatic,74093,10.5,1400,First,5,10.16
Maruti,2022,CNG,Automatic,74123,23.5,2972,Third,6,5.96
Toyota,2019,Petrol,Automatic,21535,11.1,2960,Second,6,15.57
Mahindra,2023,Electric,Manual,71490,23.4,1780,Third,4,12.41
Maruti,2016,Diesel,Automatic,51562,13.4,2582,Second,7,6.3
Maruti,2017,Electric,Manual,124042,21.1,2997,Third,6,6.97
Honda,2015,Diesel,Automatic,94080,14.6,1379,Third,7,9.28
Mahindra,2009,Petrol,Manual,194607,22.9,1582,Second,6,4.25
Mahindra,2005,Petrol,Manual,46269,20.5,1331,First,7,6.25
Toyota,2007,Diesel,Automatic,85674,16.0,2312,Second,6,9.51
Mahindra,2023,Diesel,Manual,47462,11.1,1411,Second,6,12.08
Tata,2011,Diesel,Automatic,139199,21.0,2805,Second,5,5.12
Honda,2016,Electric,Manual,28147,19.3,1900,Second,5,10.36
Mahindra,2019,Diesel,Automatic,181600,10.0,2470,Second,4,6.75
Toyota,2009,Petrol,Automatic,82095,10.1,2215,Third,6,10.81
Tata,2019,Petrol,Manual,95925,22.1,2235,Third,7,8.04
Hyundai,2012,CNG,Automatic,71381,13.9,1674,First,6,3.84
Hyundai,2014,Diesel,Manual,104468,19.5,1016,First,7,3.8
Tata,2020,Electric,Automatic,68749,16.8,1175,Second,7,10.52
Toyota,2012,Electric,Automatic,174744,23.0,2409,First,6,8.42
Tata,2005,Electric,Automatic,18731,23.8,810,First,7,5.5
Honda,2016,CNG,Automatic,129647,25.0,2413,Second,4,10.56
Honda,2009,Petrol,Manual,190584,12.3,1617,Third,5,7.52
Hyundai,2007,Electric,Automatic,56024,22.9,2096,Third,7,4.03
Mahindra,2005,Petrol,Automatic,121712,14.0,1490,First,6,3.2
Toyota,2008,CNG,Manual,106121,18.9,2399,Third,5,10.69
Hyundai,2012,Diesel,Manual,8832,17.6,2332,Third,4,6.54
Mahindra,2007,Diesel,Manual,37332,10.3,1955,First,7,8.69
Mahindra,2014,Diesel,Manual,17467,24.0,2747,Second,7,11.36
Honda,2006,Electric,Manual,46025,11.2,1583,First,5,9.14
Maruti,2015,Diesel,Manual,149179,20.3,2772,First,7,6.1
Maruti,2014,Electric,Automatic,82994,21.8,2676,First,6,4.96
Tata,2018,CNG,Manual,99202,21.9,1584,Second,5,9.13
Honda,2011,CNG,Automatic,48481,12.0,1196,Second,5,8.88
Mahindra,2006,Electric,Manual,138653,16.7,1881,Second,7,5.57
Toyota,2013,Petrol,Automatic,80118,22.4,2303,Second,4,11.14
Maruti,2020,Diesel,Automatic,129010,14.5,2833,First,4,6.17
Mahindra,2017,Diesel,Automatic,187710,17.0,2414,Third,4,8.15
Maruti,2013,Diesel,Manual,128714,14.1,1259,First,4,0.27
Maruti,2008,Electric,Manual,144490,17.0,2908,Second,5,1.22
Maruti,2014,CNG,Manual,165185,23.3,1345,Third,5,2.2
Toyota,2016,Diesel,Manual,89363,16.8,1296,First,7,9.29
Honda,2021,CNG,Automatic,128607,18.3,1304,Third,4,10.68
Toyota,2018,Diesel,Manual,68044,16.1,1892,Second,4,14.06
Hyundai,2018,Diesel,Automatic,197102,16.9,2437,Third,7,6.21
Mahindra,2006,Electric,Automatic,16814,10.2,1517,Third,7,6.39
Honda,2015,Petrol,Manual,104340,14.3,2392,Second,7,11.69
Honda,2020,Electric,Manual,15024,16.5,2208,Third,6,14.67
Honda,2023,Diesel,Manual,199360,19.5,1068,First,7,7.62
Honda,2010,Diesel,Automatic,114236,16.8,2746,Third,7,9.03
Toyota,2023,Petrol,Manual,62836,15.1,2277,First,6,15.19
Honda,2009,CNG,Automatic,12435,15.8,2341,Third,4,11.84
Tata,2008,CNG,Manual,75601,13.6,1664,Third,5,5.51
Mahindra,2019,Diesel,Automatic,125871,23.9,909,Second,4,9.8
Honda,2008,CNG,Manual,139479,17.8,1449,Second,5,5.99
Mahindra,2014,Diesel,Manual,103943,10.2,2898,First,5,7.34
Tata,2007,Petrol,Automatic,37940,10.3,2299,Second,7,5.53
Tata,2009,Petrol,Manual,10666,24.6,1910,Second,7,8.59
Mahindra,2010,Diesel,Manual,42122,13.3,1395,Second,6,8.7
Maruti,2012,Petrol,Manual,123647,22.1,1778,Second,4,4.87
Hyundai,2011,Electric,Manual,161164,10.9,1530,Second,4,1.36
Maruti,2014,Electric,Manual,134753,23.8,856,First,5,3.23
Maruti,2010,Petrol,Manual,128402,23.1,2583,First,7,3.25
Toyota,2018,Diesel,Manual,106190,18.6,2501,Second,7,12.49
Maruti,2008,Diesel,Automatic,105468,10.1,2086,Second,4,2.74
Honda,2017,Petrol,Automatic,134207,13.9,911,First,6,9.28
Toyota,2021,CNG,Manual,31505,16.1,1510,Third,7,14.84
Toyota,2011,Electric,Manual,41713,16.9,2001,First,6,12.25
Tata,2008,CNG,Manual,190459,14.5,1747,Third,4,3.97
Maruti,2018,Diesel,Automatic,48169,10.5,825,Second,4,5.18
Tata,2007,Diesel,Automatic,82511,18.9,1557,Second,6,6.47
Mahindra,2009,CNG,Manual,187814,17.9,2600,First,7,5.31
Hyundai,2020,Petrol,Automatic,45522,14.2,2355,Second,4,10.36
Toyota,2008,CNG,Manual,104397,10.6,2641,Third,5,8.8
Mahindra,2006,CNG,Manual,8880,24.9,1904,Third,4,6.66
Mahindra,2022,Electric,Manual,179526,17.2,1461,First,7,7.75
Honda,2023,Electric,Manual,191783,21.3,1708,Third,5,11.39
Hyundai,2023,CNG,Automatic,48539,16.8,1321,First,4,7.68
Mahindra,2021,CNG,Automatic,19799,10.6,2656,First,7,14.02
Mahindra,2018,Diesel,Manual,109843,14.6,2559,Third,7,9.22
Hyundai,2023,Electric,Automatic,196174,14.8,1589,Third,4,6.15
Hyundai,2017,Electric,Automatic,186798,22.6,2097,Third,7,5.18
Mahindra,2016,Diesel,Manual,53784,19.8,2529,Third,6,9.23
Hyundai,2010,Petrol,Automatic,118034,14.1,971,Third,5,1.53
Mahindra,2008,Electric,Manual,179405,24.5,1064,Third,6,4.45
Mahindra,2023,Electric,Manual,176900,14.8,2786,Third,4,9.81
Honda,2020,Petrol,Manual,59362,25.0,1849,Second,6,12.79
Maruti,2017,Electric,Manual,58997,24.9,2292,First,4,4.41
Mahindra,2008,Electric,Automatic,186413,12.9,2685,First,4,4.96
Tata,2021,Petrol,Manual,155145,14.7,1275,Third,7,7.04
Toyota,2005,Petrol,Automatic,107399,17.3,1849,First,7,5.89
Maruti,2022,CNG,Manual,19549,20.0,833,Third,4,7.87
Maruti,2021,Diesel,Manual,61920,17.9,1961,Second,5,5.87
Maruti,2019,Diesel,Automatic,156388,24.5,1615,First,5,5.36
Honda,2015,Petrol,Manual,162255,20.9,1553,First,5,7.8
Mahindra,2017,Petrol,Automatic,98860,13.2,1365,Second,6,8.19
Honda,2005,Electric,Automatic,29624,11.6,1261,Second,4,6.67
Mahindra,2021,CNG,Manual,198587,20.3,2454,Second,7,9.94
Honda,2010,CNG,Manual,51705,12.4,880,First,6,9.12
Honda,2008,Petrol,Manual,94326,21.8,2737,First,6,10.1
Toyota,2020,Electric,Manual,162828,14.7,1669,Second,7,11.37
Tata,2019,Electric,Manual,65390,14.9,2230,Second,4,9.13
Honda,2019,Diesel,Manual,73369,10.2,1869,Second,6,10.05
Toyota,2010,Diesel,Automatic,14589,20.5,1398,Second,4,10.7
Hyundai,2019,Electric,Automatic,118012,11.7,2434,Second,4,6.96
Tata,2018,Diesel,Manual,150188,21.6,1606,Third,4,7.07
Honda,2015,Petrol,Automatic,78181,17.4,2734,Second,7,12.95
Maruti,2011,Electric,Automatic,180858,21.8,1876,Third,4,-0.67
Hyundai,2013,Diesel,Manual,128711,18.8,1503,First,6,4.26
Hyundai,2020,CNG,Manual,81425,11.2,2863,First,7,7.79
Toyota,2009,Electric,Automatic,166358,21.5,1286,Third,7,7.98
Hyundai,2014,Electric,Manual,20994,11.0,1505,Second,6,6.59
Tata,2022,CNG,Automatic,116915,17.2,2325,First,7,8.93
Honda,2007,Petrol,Manual,127961,12.6,1964,Second,6,5.98
Honda,2017,CNG,Automatic,109672,21.3,1419,Second,5,8.72
Maruti,2015,Electric,Automatic,31639,23.7,1576,Third,6,4.86
Toyota,2021,Petrol,Automatic,22205,18.3,1246,First,7,12.93
Maruti,2017,Diesel,Automatic,61677,17.9,1008,First,6,4.56
Hyundai,2010,Diesel,Manual,37930,21.5,2298,Third,5,5.33
Maruti,2021,Diesel,Manual,78313,10.1,2250,Second,4,4.08
Tata,2017,Electric,Automatic,118153,23.8,2677,Second,4,9.81
